CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
11480,,Colleen,A,Ma,,"2, place Beaubernard",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0160,3/11/1973,Bachelors ,Skilled Manual,F,M,1,0,1,1,50264,57,1
12863,,Caleb,,Zhang,,Auf Der Steige 77,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0177,8/25/1978,Partial College,Clerical,M,S,1,1,4,4,57789,116,1
24964,,Samantha,,Anderson,,6359 Jill Ave.,,Edmonds,Washington,United States,98020,210-555-0164,7/20/1947,High School,Professional,F,M,0,2,1,2,58455,46,0
17832,,Cameron,L,Sharma,,Unter Linden 54,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0158,12/11/1962,Partial College,Clerical,M,M,1,1,0,1,61999,75,1
19991,,Jacob,C,Thomas,,1792 Belmont Rd.,,Chula Vista,California,United States,91910,297-555-0139,10/18/1971,Graduate Degree,Professional,M,M,1,0,0,2,106128,82,0
13010,,Erica,E,Ye,,48 Lacanda Ct.,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0175,8/16/1965,Bachelors ,Professional,F,M,1,2,3,3,79937,81,1
13092,,William,E,Walker,,3332 Green Valley Road,,Palo Alto,California,United States,94303,894-555-0145,11/4/1966,Graduate Degree,Management,M,M,1,4,1,1,173429,100,1
24512,,Adrienne,L,Jiménez,,4965 Bishop Court,,Burlingame,California,United States,94010,675-555-0149,8/13/1976,Partial College,Skilled Manual,F,S,1,1,0,0,42334,48,0
19713,,Morgan,D,Stewart,,7882 Las Lomas Way,,Redmond,Washington,United States,98052,345-555-0128,8/8/1960,Partial College,Professional,F,M,1,1,3,3,94797,81,1
24714,,Whitney,C,Rodriguez,,2513 Buskirk Avenue,,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0190,9/25/1971,Partial High School,Manual,F,S,1,2,0,0,22469,45,0
29474,,Jaime,B,Raje,,Potsdamer Straße 646,,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0174,10/4/1959,Partial College,Manual,M,M,0,1,0,2,24761,64,0
11833,,Oscar,G,Price,,5049 Teakwood Dr.,,Oak Bay,British Columbia,Canada,V8P,389-555-0114,7/23/1965,Bachelors ,Skilled Manual,M,M,1,1,3,3,127964,135,1
27338,,Virginia,J,Lopez,,5778 Mt Tri-state Court,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0134,11/17/1975,Bachelors ,Professional,F,M,1,2,0,0,87223,51,0
15599,,Darryl,R,Ma,,3432 White Pl.,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0141,5/21/1965,Bachelors ,Professional,M,S,1,2,3,3,106924,119,1
29333,,Abby,,Martinez,,1023 Hawkins Street,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0150,9/10/1937,Bachelors ,Management,F,S,0,2,0,2,58892,37,0
15921,,Donald,M,Patel,,"34, rue Surcouf",,Chatou,Yveline,France,78400,1 (11) 500 555-0129,11/26/1957,Partial College,Professional,M,S,1,4,3,3,121628,116,1
20323,,Justin,A,Coleman,,1358 Palmer Rd,,Redmond,Washington,United States,98052,172-555-0163,10/2/1963,Partial College,Professional,M,S,0,2,0,0,130959,78,1
29046,,Gabriella,,Richardson,,3917 Catnip Court,,Yakima,Washington,United States,98901,477-555-0118,2/19/1963,Bachelors ,Management,F,S,0,0,3,4,93808,78,0
16369,,Isabel,,Powell,,3794 Trees Drive,,Everett,Washington,United States,98201,795-555-0110,8/26/1956,Partial College,Clerical,F,M,1,1,0,1,32863,42,0
16281,,Gilbert,,Luo,,"22, rue des Grands Champs",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0193,1/6/1963,Partial High School,Manual,M,S,1,2,2,3,22698,82,1
13016,,Antonio,R,Bryant,,7482 Melody,,Walla Walla,Washington,United States,99362,110-555-0188,7/4/1968,Graduate Degree,Management,M,M,1,2,1,1,174141,104,1
19920,,Meredith,S,Sanchez,,"60, rue Lauriston",,Paris,Seine (Paris),France,75005,1 (11) 500 555-0188,4/9/1946,Partial College,Professional,F,S,1,2,0,5,94581,52,0
28976,,Christina,,Peterson,,9519 Mountain View Drive,,Metchosin,British Columbia,Canada,V9,773-555-0196,2/9/1940,Bachelors ,Management,F,S,0,2,0,3,72607,49,0
23875,,Sean,,Green,,9029 Mt. Trinity Court,,Tacoma,Washington,United States,98403,480-555-0114,5/20/1966,Bachelors ,Skilled Manual,M,M,1,0,3,3,83452,117,0
12745,,Rafael,,Wu,,3200 Wren Ave.,,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0123,6/13/1972,Partial College,Clerical,M,S,1,0,2,2,55651,93,1
21293,,Ashley,,Garcia,,2080 Wesley Court,,Concord,California,United States,94519,773-555-0126,7/6/1962,Partial College,Professional,F,S,1,4,3,3,130398,80,1
17073,,Jonathon,N,Carlson,,6305 Waterview Place,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0143,3/15/1964,Bachelors ,Professional,M,M,1,2,3,3,99633,126,1
24729,,Chase,J,Murphy,,6473 Clayton Way,,Newton,British Columbia,Canada,V2L3W8,445-555-0193,7/26/1974,Graduate Degree,Skilled Manual,M,S,0,0,0,0,75259,74,0
27829,,Jorge,M,Wang,,"55, quai de l´ Iton",,Paris,Seine (Paris),France,75010,1 (11) 500 555-0156,9/27/1977,Partial College,Clerical,M,S,0,1,0,0,60697,73,0
18175,,Carrie,E,Hernandez,,"42, impasse Ste-Madeleine",,Paris,Seine (Paris),France,75007,1 (11) 500 555-0114,5/16/1950,High School,Management,F,M,0,3,1,4,98788,61,0
22807,,Cindy,A,Garcia,,1775 Chocolate Court,,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0178,4/9/1944,Bachelors ,Management,F,M,1,4,4,4,141301,87,0
18468,,Joel,,Sanchez,,2773 Bonifacio Street,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0135,5/4/1953,Partial College,Skilled Manual,M,S,1,2,0,3,55823,66,1
11850,,Brooke,C,Ramirez,,8004 Water Street,,Novato,California,United States,94947,729-555-0139,3/23/1964,Bachelors ,Skilled Manual,F,S,1,2,2,4,58956,62,1
13426,,Taylor,,Williams,,5272 Mill Rd.,,Bellflower,California,United States,90706,526-555-0132,6/12/1964,Bachelors ,Management,F,S,1,4,2,3,129946,75,1
22696,,Kari,,Vazquez,,"808, quai de Grenelle",,Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0162,7/8/1977,High School,Manual,F,S,1,1,0,0,27594,42,0
18700,,Ernest,C,Zhao,,1162 Relief Valley Ct,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0174,10/6/1968,Bachelors ,Professional,M,S,0,1,2,2,114510,108,1
17982,,Francisco,K,Mehta,,"855bis, rue des Peupliers",,Saint Ouen,Somme,France,80610,1 (11) 500 555-0187,9/8/1967,Bachelors ,Clerical,M,S,1,0,0,0,52767,68,0
15397,,Karl,,Tang,,2171 H Stagecoach Rd,#77,Burbank,California,United States,91502,746-555-0140,6/7/1960,Partial College,Professional,M,M,0,4,3,5,149808,137,1
13121,,Latasha,E,Jimenez,,7259 Birchwood,,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,3/22/1965,Bachelors ,Professional,F,M,1,4,5,5,101542,101,0
23492,,Jamie,R,Blanco,,8867 Terranova Drive,,Burbank,California,United States,91502,217-555-0158,7/17/1961,Partial College,Professional,M,S,1,4,3,3,160493,126,1
20454,,Fernando,,Martinez,,7426 Forest Way,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0134,6/9/1958,Bachelors ,Management,M,S,1,4,1,5,158580,100,1
17736,,Kristine,M,Vazquez,,8398 Mt. Hood Circle,,Melton,Victoria,Australia,3337,1 (11) 500 555-0156,12/7/1977,High School,Manual,F,S,0,0,1,1,31791,51,1
11624,,Ryan,C,Smith,,5462 El Pintado Rd.,,Mill Valley,California,United States,94941,394-555-0168,3/23/1973,Graduate Degree,Skilled Manual,M,S,1,0,0,1,84705,75,1
21656,,Hannah,J,Hayes,,296 Bel Air Dr.,,Victoria,British Columbia,Canada,V8V,115-555-0130,6/24/1963,Bachelors ,Professional,F,M,1,3,2,4,75715,68,1
11713,,Kyle,C,Zhang,,4417 W. Watson Court,,Kirkland,Washington,United States,98033,793-555-0118,3/20/1962,Partial College,Skilled Manual,M,M,1,1,0,1,88988,84,1
13742,,Benjamin,,Ross,,9256 Santa Fe Street,,Bremerton,Washington,United States,98312,112-555-0135,10/20/1957,Partial College,Clerical,M,M,1,1,0,1,59795,71,1
15383,,Charles,,Rivera,,9497 Richard Ave.,,Lemon Grove,California,United States,91945,960-555-0112,10/28/1962,Bachelors ,Management,M,M,1,4,2,2,173257,124,1
20908,,Wyatt,C,Foster,,Potsdamer Straße 23,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0166,4/23/1964,Partial High School,Manual,M,S,1,2,2,3,35500,84,1
22204,,Dustin,,Xie,,3947 Vista Valley Rd,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0188,6/24/1958,Bachelors ,Management,M,M,1,3,1,4,162326,111,0
22356,,Charles,,Ward,,4779 Scenic Dr.,,Glendale,California,United States,91203,460-555-0140,2/26/1957,High School,Skilled Manual,M,M,1,2,0,2,48458,66,0
22014,,Jose,,Gonzales,,2206 Countrywood Ct,,Haney,British Columbia,Canada,V2W 1W2,407-555-0164,5/19/1980,High School,Skilled Manual,M,S,1,2,0,0,36695,64,1
14228,,Arturo,C,Raje,,4123 Lakehurst Dr.,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0148,8/21/1971,Bachelors ,Professional,M,S,1,4,0,0,118440,79,1
18541,,Kayla,C,Jones,,9516 Village Road,,Westminster,British Columbia,Canada,V3L 1H4,206-555-0113,7/6/1943,Bachelors ,Management,F,M,1,2,0,5,106956,55,0
12167,,Sebastian,E,Stewart,,3307 Mt. Trinity Ct.,,Seattle,Washington,United States,98104,367-555-0118,9/21/1962,Partial College,Professional,M,S,1,3,2,2,123165,107,1
21702,,Paige,,Gonzales,,9513 Roslyn Drive,,Shawnee,British Columbia,Canada,V9B 2C3,190-555-0117,2/6/1955,High School,Clerical,F,M,0,2,0,2,25592,45,0
22377,,Roger,,Zeng,,"1, rue Pierre-Demoulin",,Orleans,Loiret,France,45000,1 (11) 500 555-0165,3/12/1967,Graduate Degree,Manual,M,S,1,0,0,1,51348,67,0
23541,,Dana,M,Suarez,,3356 Northstar Drive,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0193,12/4/1961,Partial College,Skilled Manual,F,S,0,1,0,1,65846,48,1
17494,,Mathew,L,Alvarez,,4858 Shannon Lane,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0111,8/13/1949,Partial High School,Clerical,M,M,1,2,1,2,33162,74,0
20962,,Sharon,,Xie,,"101, rue Léo Delibes",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0145,5/20/1961,Graduate Degree,Clerical,F,M,1,0,0,1,41201,46,0
16135,,Chelsea,C,Raman,,9 Serrana Ct.,,Beaverton,Oregon,United States,97005,773-555-0130,7/1/1967,Partial College,Skilled Manual,F,S,0,1,0,0,36149,42,0
13190,,Jonathan,K,Diaz,,1054 Vine Circle,,Burbank,California,United States,91502,114-555-0149,2/9/1942,Graduate Degree,Management,M,S,1,3,4,4,169963,129,1
17617,,Abigail,W,Simmons,,9497 Candelero Place,,Downey,California,United States,90241,887-555-0122,5/12/1964,Bachelors ,Skilled Manual,F,S,1,3,4,4,83622,85,1
16628,,Francisco,,Prasad,,1970 Napa Ct.,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0144,4/19/1971,Bachelors ,Professional,M,S,0,4,0,0,126067,73,1
11958,,Dylan,D,Lal,,6746 River Ash Court,,Bremerton,Washington,United States,98312,844-555-0156,1/6/1973,Partial College,Professional,M,S,1,2,0,0,92174,75,1
20769,,Michelle,S,Sanders,,6860 Megan Dr,,Lynnwood,Washington,United States,98036,671-555-0192,4/3/1958,Partial College,Clerical,F,M,1,1,0,2,45343,42,0
27608,,Hector,E,Hernandez,,9204 Lexington Road,,Bellingham,Washington,United States,98225,914-555-0151,7/24/1956,Partial High School,Skilled Manual,M,M,1,2,0,2,112876,85,0
22065,,Roy,,Martin,,8955 Miller Dr.,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0143,7/3/1946,High School,Skilled Manual,M,M,0,2,0,4,38181,65,0
18668,,Brian,J,Sanders,,3793 Apollo Way,,Lake Oswego,Oregon,United States,97034,863-555-0178,5/17/1957,High School,Skilled Manual,M,M,0,2,0,2,41585,70,0
15119,,Johnny,,Tang,,1873 Lyon Circle,,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0113,10/7/1947,Partial High School,Professional,M,M,1,4,5,5,155066,159,1
11587,,Kevin,,Bryant,,"21, rue du Puits Dixme",,Metz,Moselle,France,57000,1 (11) 500 555-0186,10/21/1964,Partial College,Clerical,M,S,1,2,2,2,49888,89,1
12179,,Alexis,M,Jones,,5925 Rain Drop Circle,,Lebanon,Oregon,United States,97355,982-555-0141,10/10/1935,Graduate Degree,Management,F,S,1,2,0,2,73819,41,0
23506,,Jesse,,Campbell,,4810 Center Ave.,,Oakland,California,United States,94611,598-555-0117,9/11/1960,Partial College,Professional,M,S,0,4,2,2,159304,107,1
13105,,Whitney,,Kovár,,2208 Mauna Kea Court,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0164,7/2/1962,Bachelors ,Professional,F,M,1,1,0,1,76709,54,0
23702,,Eduardo,C,James,,9781 Bermad Dr.,,Coronado,California,United States,92118,836-555-0168,8/4/1946,High School,Professional,M,M,1,3,0,5,62369,69,0
13614,,Julie,,Becker,,2826 C Del Rio Ln.,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0142,4/25/1975,Bachelors ,Professional,F,S,1,4,0,0,85303,45,0
25468,,Krista,,Suarez,,Postenweg 5752,,München,Hamburg,Germany,80074,1 (11) 500 555-0160,2/13/1965,High School,Manual,F,M,1,1,2,2,23795,55,0
26331,,Melanie,K,Powell,,3187 Concord Place,,Bremerton,Washington,United States,98312,150-555-0195,9/4/1967,Bachelors ,Skilled Manual,F,M,1,1,2,2,30308,63,0
12993,,Xavier,K,Henderson,,8604 Dolores Way,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0125,12/26/1968,Bachelors ,Professional,M,M,1,1,2,2,92227,107,0
13243,,Alyssa,C,Davis,,711 Sweetwater Drive,,Lake Oswego,Oregon,United States,97034,178-555-0113,11/13/1951,High School,Professional,F,S,1,2,1,2,86987,58,1
20542,,Hailey,W,Green,,7315 W. Holly Drive,,Lincoln Acres,California,United States,91950,326-555-0172,5/8/1951,Partial College,Professional,F,M,1,2,1,2,83079,64,0
23060,,Isabella,C,Long,,3068 All Ways,,Palo Alto,California,United States,94303,248-555-0133,6/6/1952,Partial College,Professional,F,M,1,2,0,3,52698,45,0
11982,,Alexandra,,Foster,,6754 Pampered Ct.,# 19,San Diego,California,United States,92102,278-555-0183,4/4/1957,High School,Professional,F,S,1,2,0,2,91457,47,1
14195,,Clinton,J,Blanco,,4911 Leonard Ct.,,London,England,United Kingdom,SE1 8HL,1 (11) 500 555-0116,5/4/1950,High School,Management,M,S,0,3,5,5,153788,146,1
22294,,Rachel,,Brown,,6054 Laguna Circle,,Glendale,California,United States,91203,148-555-0141,10/10/1968,Bachelors ,Professional,F,S,0,1,0,0,66791,43,1
11503,,Dennis,G,Wu,,9810 Rishell Ct.,,Coronado,California,United States,92118,724-555-0194,10/13/1930,Graduate Degree,Skilled Manual,M,M,1,0,0,1,66443,56,0
20511,,Matthew,L,Taylor,,1185 Dallis Drive,,Novato,California,United States,94947,700-555-0147,10/19/1946,Bachelors ,Management,M,M,1,2,0,4,106549,78,0
14835,,Melody,R,Saunders,,Winter der Böck 2550,,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0114,9/2/1978,Partial College,Clerical,F,S,1,1,4,4,49527,69,1
21005,,Barbara,H,Zhu,,"18061, rue Lamarck",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0177,2/27/1960,High School,Manual,F,M,1,1,1,1,17194,50,0
12990,,Leslie,D,Hernandez,,7971 Calle Verde Drive,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0128,10/15/1969,Graduate Degree,Management,F,S,1,0,0,1,108959,50,0
22634,,Giraldo,Hierro,Sandoval,,6526 Creed Ave,,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0196,5/27/1968,Graduate Degree,Clerical,F,S,1,0,0,0,57266,50,1
22818,,Janet,M,Ruiz,,447 Power Ave,,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0139,4/1/1946,Graduate Degree,Management,F,M,1,4,4,4,156115,94,1
19921,,Cara,L,Cai,,Postfach 66 07 00,,München,Hamburg,Germany,80074,1 (11) 500 555-0110,2/5/1946,Bachelors ,Management,F,S,1,4,4,4,141459,83,1
20180,,Amanda,,Sanders,,1456 Bouncing Road,,Lemon Grove,California,United States,91945,231-555-0134,7/3/1962,Partial College,Skilled Manual,F,M,1,1,0,1,72286,54,0
27103,,Chloe,M,Brooks,,4710 Northridge Drive,,Port Orchard,Washington,United States,98366,331-555-0117,3/2/1970,Graduate Degree,Professional,F,S,1,0,0,3,95255,48,0
19889,,Catherine,,Sanders,,65 Joseph Ave,,El Cajon,California,United States,92020,669-555-0129,6/21/1952,Partial High School,Skilled Manual,F,S,0,2,1,2,69735,49,1
12752,,Jonathon,D,Alvarez,,"25, rue de Cambrai",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0168,11/18/1970,Partial College,Clerical,M,S,1,0,2,2,62426,96,0
20365,,Isaac,L,Scott,,5832 Horseshoe Circle,,Bellingham,Washington,United States,98225,523-555-0152,7/27/1960,High School,Professional,M,M,1,2,3,4,132762,135,1
18616,,Spencer,A,Butler,,4140 Delta View Ln.,,Oakland,California,United States,94611,139-555-0113,2/5/1963,Graduate Degree,Professional,M,S,1,0,2,3,116865,104,1
14255,,Jonathan,L,Jackson,,40 Ellis St.,,Bothell,Washington,United States,98011,674-555-0110,2/26/1943,Bachelors ,Management,M,S,1,3,4,4,172254,130,1
23201,,Alyssa,L,Butler,,1796 Westbury Dr.,,Lincoln Acres,California,United States,91950,253-555-0112,7/9/1965,Bachelors ,Skilled Manual,F,S,0,2,3,3,49431,69,1
21764,,Nathan,,Smith,,6577 Hillcrest Ave,,Newton,British Columbia,Canada,V2M1S6,132-555-0151,4/8/1945,High School,Professional,M,M,1,2,0,5,62398,70,0
11734,,Omar,J,Chen,,3181 Hacienda,,Coronado,California,United States,92118,938-555-0117,8/25/1959,Partial College,Skilled Manual,M,M,0,1,0,1,84197,82,1
13198,,Cindy,A,Gray,,8983 Haynes Court,,Metchosin,British Columbia,Canada,V9,772-555-0150,10/16/1943,Bachelors ,Management,F,M,1,4,4,4,146428,93,1
13786,,Jon,,Chavez,,Am Gallberg 82,,Kassel,Hessen,Germany,34117,1 (11) 500 555-0143,10/5/1966,Bachelors ,Clerical,M,S,0,1,1,1,64311,80,1
16600,,Janet,V,Suarez,,"112, avenue du Québec",,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0168,5/16/1948,High School,Management,F,S,1,3,1,4,108936,56,0
29343,,Glenn,R,Wu,,5934 Warmcastle Ct.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0127,4/14/1940,Bachelors ,Management,M,M,0,2,0,2,72187,68,0
18602,,Patrick,,Ramirez,,8851 Northridge Dr.,,Imperial Beach,California,United States,91932,674-555-0147,11/18/1964,Bachelors ,Skilled Manual,M,M,1,3,5,5,86997,152,1
12146,,Xavier,,Thomas,,5139 The Trees Dr,,Concord,California,United States,94519,349-555-0116,7/14/1965,Bachelors ,Management,M,S,0,4,2,3,173102,112,1
19367,,Johnathan,A,Gonzalez,,"11, quai de l´ Iton",,Paris,Seine (Paris),France,75002,1 (11) 500 555-0121,8/17/1978,Partial College,Clerical,M,S,1,2,3,3,49612,97,1
22883,,Xavier,,Morgan,,3425 Sun Hill Lane,,Milwaukie,Oregon,United States,97222,385-555-0148,5/14/1967,Partial College,Skilled Manual,M,S,0,1,0,0,60731,74,1
23116,,Jerome,,Vazquez,,9652 Steven Drive,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0153,3/22/1955,High School,Skilled Manual,M,S,0,2,0,2,101998,78,1
18429,,Faith,R,Gonzales,,5026 Clearbrook Drive,,Tacoma,Washington,United States,98403,458-555-0149,3/14/1953,Graduate Degree,Management,F,S,1,2,0,3,89444,49,0
17705,,Kelvin,H,Guo,,3189 Oakgrove,,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0151,12/16/1962,Graduate Degree,Clerical,M,M,1,0,0,1,33095,67,1
22552,Ms.,Andrea,,Rusko,,"4, avenue des Ternes",,Pantin,Seine Saint Denis,France,93500,587-555-0100,9/9/1962,Graduate Degree,Clerical,F,S,0,0,0,1,33097,40,1
20939,,Joshua,,Johnson,,Marienplatz 36531,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0191,9/4/1976,High School,Manual,M,S,0,1,0,0,25344,53,0
14891,,Kyle,E,Hayes,,4376 Golf Club Road,,Redwood City,California,United States,94063,107-555-0173,5/10/1954,Partial College,Clerical,M,M,1,1,0,1,48047,75,0
17177,,Richard,,Hayes,,5805 West 46th St,,Lincoln Acres,California,United States,91950,858-555-0127,6/11/1952,High School,Professional,M,M,1,2,1,2,95008,96,0
25279,,Jordyn,L,Barnes,,2983 Yosemite Ct,,Spring Valley,California,United States,91977,211-555-0131,3/10/1976,Partial College,Skilled Manual,F,S,0,1,0,0,43027,41,0
28732,,Bianca,E,Yang,,7207 Peabody Road,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0198,3/20/1974,Bachelors ,Skilled Manual,F,M,1,0,1,1,39288,56,0
13090,,Wayne,S,Tang,,8356 Royal Palm Lane,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0178,6/1/1959,Graduate Degree,Management,M,S,0,3,1,1,187169,97,1
12917,,Vanessa,M,Russell,,2260 Discovery Bay,,Woodburn,Oregon,United States,97071,874-555-0157,3/2/1970,Graduate Degree,Professional,F,M,1,0,0,4,86602,57,0
22716,,Caleb,,Nelson,,8404 Houston Ct.,,Edmonds,Washington,United States,98020,331-555-0117,7/6/1965,Bachelors ,Management,M,S,1,4,1,3,127103,94,1
25927,,Tiffany,,Guo,,1721 Driving,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0158,12/4/1948,High School,Skilled Manual,F,S,1,2,1,2,19812,51,0
20274,,Brent,,Wang,,548 Stony Hill Circle,,Ballard,Washington,United States,98107,130-555-0173,4/21/1976,High School,Skilled Manual,M,M,1,2,0,0,49395,70,0
25346,,Ian,,Gonzalez,,1901 Delaware Drive,,Olympia,Washington,United States,98501,364-555-0127,8/12/1956,Partial High School,Clerical,M,S,1,2,0,3,15794,64,0
28531,,Jared,M,Reed,,Marketplatz 4664,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0128,11/6/1968,Bachelors ,Clerical,M,S,0,0,0,1,75563,66,0
19628,,Holly,B,Martinez,,9959 Edwards Ave.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0194,11/7/1956,Partial College,Skilled Manual,F,S,0,1,0,1,60351,47,1
21843,,Erica,F,He,,Buergermeister-ulrich-str 433,,Leipzig,Nordrhein-Westfalen,Germany,4139,1 (11) 500 555-0133,10/3/1946,Bachelors ,Management,F,S,1,4,4,4,154212,85,1
21613,,Caleb,G,Powell,,5528 Ringing Court,,Newton,British Columbia,Canada,V2M1P1,711-555-0115,4/18/1967,Bachelors ,Skilled Manual,M,S,0,1,2,2,63436,94,1
26012,,Mark,E,Bebbington,,48 Lacanda Ct.,,National City,California,United States,91950,113-555-0157,8/16/1958,Partial College,Skilled Manual,M,M,1,1,0,1,116519,85,0
12720,,Nicolas,J,Chande,,"44, rue du Départ",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0115,11/2/1974,Partial College,Clerical,M,S,0,1,0,0,47473,63,0
22213,,Jay,,Patel,,861 Napa Ct.,,Perth,South Australia,Australia,6006,1 (11) 500 555-0150,3/6/1959,Bachelors ,Management,M,S,1,0,2,2,173273,115,1
29212,,Jocelyn,,Gonzales,,2348 Fruitwood,,Marysville,Washington,United States,98270,757-555-0163,12/15/1965,Bachelors ,Management,F,S,1,4,1,4,105873,65,0
12640,,Angel,,Richardson,,7354 Diablo View Road,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0152,11/22/1953,Partial College,Professional,M,M,1,1,2,3,130010,116,0
16280,,Glenn,M,Ma,,Lützowplatz 5752,,Münster,Saarland,Germany,48001,1 (11) 500 555-0151,8/19/1963,Partial High School,Manual,M,S,1,2,2,3,28576,84,1
19910,,Orlando,,Rubio,,Viktoria-Luise-Platz 464,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0159,6/4/1955,Partial College,Professional,M,M,1,3,4,4,149615,152,1
16187,,Louis,,Hu,,5307 Wildberry Court,,London,England,United Kingdom,W1Y 3RA,1 (11) 500 555-0122,8/17/1980,Partial High School,Manual,M,S,0,2,0,0,17717,55,1
25121,,Clarence,D,Yang,,3676 Oak Leaf Ct,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0138,9/19/1969,Graduate Degree,Management,M,M,1,1,0,1,169517,86,0
22612,,Franklin,M,Huang,,"3355, rue de Longchamp",,Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0157,6/14/1969,Partial College,Manual,M,S,0,1,0,0,30391,60,1
19719,,Hunter,H,Baker,,9203 Birch Bark Dr.,,Novato,California,United States,94947,924-555-0151,2/19/1953,Graduate Degree,Management,M,S,1,2,0,3,107587,76,1
11644,,Charles,S,Torres,,7347 Ready Road,,Redmond,Washington,United States,98052,202-555-0114,10/7/1969,Bachelors ,Skilled Manual,M,S,1,0,2,2,55588,88,1
12315,,Ann,S,Rodriguez,,4865 Rivewview,,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0116,9/19/1953,Partial College,Professional,F,M,1,2,5,5,145398,112,1
13078,,Michele,C,Chande,,4041 Jam Way,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0188,1/22/1956,High School,Skilled Manual,F,S,1,2,0,2,70357,45,1
19642,,Kaylee,,Evans,,311 Wolf Way,,Langley,British Columbia,Canada,V3A 4R2,280-555-0166,3/9/1979,Partial High School,Clerical,F,S,0,2,0,0,48397,43,1
12859,,Evelyn,L,Gonzalez,,8967 Hamilton Ave.,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0159,8/17/1962,Partial College,Clerical,F,S,1,1,0,1,42052,45,0
16992,,Lucas,,Watson,,595 Clayton Rd.,,Chula Vista,California,United States,91910,947-555-0187,9/16/1964,Bachelors ,Skilled Manual,M,S,1,2,4,4,98410,121,1
16765,,Dalton,R,White,,6384 Euclid Ave.,,Yakima,Washington,United States,98901,609-555-0146,7/7/1973,Graduate Degree,Skilled Manual,M,M,1,0,0,1,72521,73,0
22694,,Molly,N,Kapoor,,Westheimer Straße 9,,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0163,1/6/1978,Partial College,Clerical,F,S,1,2,3,3,47392,60,1
15887,,Deanna,R,Vazquez,,1229 Harness Circle,,Bremerton,Washington,United States,98312,117-555-0116,8/12/1946,Bachelors ,Management,F,M,1,3,0,5,88837,54,0
